Sentences,E,G,S,I
"Do đó, tất cả nhân viên và người quản lý phải tuân theo năm nguyên tắc của Chính sách và Hướng dẫn Chống Tham nhũng, bao gồm: (1) cấm đưa hối lộ cho quan chức.",0,1,0,0
Nguồn vốn sẽ được phân bổ cho việc xây dựng các ngôi nhà tình thương và phát triển sinh kế bền vững cho các hộ dân có hoàn cảnh khó khăn tại Hà Nội.,1,0,0,0
Các phương pháp thử nghiệm tiêu chuẩn quốc tế đảm bảo độ chính xác cao.,0,0,0,1
"Sau khi các thoả thuận được hoàn thành vào năm 2011, ông được bổ nhiệm làm tổng giám đốc ngân hàng thương mại cổ phần phát triển hạ lưu mekong và là người nước ngoài đầu tiên tại Việt Nam giữ một vị trí điều hành trong một ngân hàng nội địa.",0,1,0,0
"Hơn nữa, đội ngũ chuyên gia tận tâm của chúng tôi cung cấp dịch vụ chăm sóc toàn diện cho các dự án của bạn, đảm bảo rằng tài sản nằm trong các khu vực chiến lược với kết nối hạ tầng xã hội quan trọng.",0,0,1,0
"Trong năm 2023, Tập đoàn SSI đã phê duyệt khoảng 547 tỷ đồng cho các khoản thanh toán.",1,0,0,0
"Các dịch vụ đảm bảo được giới hạn mà chúng tôi cung cấp chỉ liên quan đến Chỉ số Phát triển Bền vững đã chọn thuộc về năm tài chính kết thúc vào ngày 31 tháng 12 năm 2019, như được trình bày trong Báo cáo Phát triển Bền vững của họ.Các dịch vụ này không áp dụng cho các giai đoạn trước đó hoặc thông tin bổ sung có sẵn trên báo cáo.Do đó, chúng tôi không đưa ra kết luận về những khía cạnh khác nhau của báo cáo.",1,0,0,0
"Theo kết quả kiểm toán của Công ty TNHH PwC (Việt Nam), những con số được công bố dựa trên báo cáo tài chính hợp nhất phản ánh trung thực và hợp lý, xét về các khía cạnh trọng yếu tình hình tài chính của Tập đoàn tại ngày 31 tháng 12 năm 2019, cũng như kết quả hoạt động kinh doanh hợp nhất và lưu chuyển tiền tệ trong kỳ cho năm tài chính kết thúc cùng ngày nêu trên phù hợp với Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam và các quy định pháp luật có liên quan đến việc lập báo cáo tài chính.",0,1,0,0
"Đây đơn giản chỉ là một bước tiến nhưng không phải là giải pháp hoàn chỉnh; vì vậy, chúng tôi đang tích cực nghiên cứu và xem xét các loại vật liệu thay thế có khả năng giải quyết vấn đề chất thải nhựa.",1,0,0,0
"Cụm từ gốc: ""Kiểm tra tính xác thực bằng cách kiểm tra hồ sơ trực tuyến, phỏng vấn trực tiếp và đánh giá ứng viên trên hệ thống.""",0,0,0,1
"Việc đào tạo cán bộ chủ chốt cập nhật những rủi ro mới nổi và xu hướng trong hoạt động kiểm soát nội bộ, quản lý rủi ro, quản trị doanh nghiệp, kiểm toán nội bộ cũng như các lĩnh vực thuộc phạm vi của Kiểm tra - Kiểm toán viên.",0,1,0,0
"Lĩnh vực hoạt động kinh doanh bảo hiểm luôn duy trì tỷ trọng đóng góp lớn nhất do lĩnh vực này có sự tăng trưởng đột phá trong những năm gần đây, bao gồm cả việc gia nhập thị trường thành công đối với các sản phẩm nhân thọ và phi nhân thọ.",0,0,1,0
"Câu đã hoàn thành là: 'Hoàn thiện Chính sách Quản lý Rủi ro của Công ty, bao gồm việc đưa ra Tuyên ngôn Khiếu nại Rủi ro'.",0,1,0,0
"Các nhân viên sẽ nhận được thẻ quà tặng nghỉ mát và ăn uống tại khu vực sinh thái này cho những ngày lễ đặc biệt hàng năm như Giáng Sinh, Halloween và Ngày Công ty.",0,0,1,0
Ông từng là thành viên của Hội đồng Viện Đức-Singapore từ năm 1982 đến năm 1989 và là Thành viên Hội đồng Chính phủ Học viện Bách khoa Singapore từ năm 1983 đến năm 1992.,0,0,0,1
"Dữ liệu của STK về hoạt động bên thứ ba được đảm bảo chéo tăng tính chính xác, độ tin cậy và tính toàn vẹn của dữ liệu: Quy trình làm việc, tuân thủ quy định môi trường lao động, chỉ số hiệu suất (chính sách tuân thủ môi trường an toàn lao động, chính sách nhân sự-lợi ích, lương thưởng, trách nhiệm xã hội) được chuẩn hóa thành SOPs và xác nhận bởi đơn vị đánh giá GRS.",0,1,0,0
"Mặc dù là phần thứ hai, Café Chứng thực đã cho thấy sự nổi tiếng ngay lập tức bằng cách thu hút một khán giả lớn với số người xem cao - 135 triệu.",0,0,0,1
"Ngay từ ngày thành lập Vicostone, chúng tôi đã đầu tư vào việc chuyển giao thành công và tiếp nhận hoàn toàn Công nghệ Bretonp hàng đầu thế giới.",0,1,0,0
"Năm 2012, ông trở thành người Việt Nam đầu tiên được tạp chí Forbes chính thức ghi nhận là một tỷ phú thế giới và kể từ đó liên tục xuất hiện trong danh sách tỷ phú của họ.",0,0,0,1
"Câu nói được tư vấn, cung cấp thông tin và định hướng trong việc mua sắm hàng hoá và dịch vụ.",0,0,0,1
"Việc áp dụng chính thức và truyền thông rộng rãi Bộ Quy tắc trên toàn hệ thống giúp cán bộ Bảo Việt nắm bắt được các thước đo cũng như tiêu chí cụ thể trong quy định ứng xử và đạo đức nghề nghiệp của công ty, dẫn đến việc tuân thủ và xây dựng một môi trường làm việc chuyên nghiệp, thân thiện và an toàn.",1,0,0,0
"Bất kể máy móc và thiết bị hiện đại đến đâu, con người luôn là yếu tố then chốt, vì vậy Toyota ưu tiên các chính sách phát triển nguồn nhân lực dựa trên sự gắn kết suốt đời.",0,1,0,0
Việc tích hợp các phương pháp kiểm tra bảo mật trong suốt vòng đời của một dự án phát triển phần mềm DevSecOps được nhúng vào quy trình tích hợp liên tục CICD và giúp hợp lý hóa việc tự động phát triển hệ thống nội bộ từ đầu đến cuối.,0,0,0,1
"Khi một công trình dầu khí ngoài khơi bắt đầu hoàn thành và chuẩn bị cho hoạt động tháo dỡ, nhân viên sẽ được sắp xếp để chuyển đến những công việc mới phù hợp ở các cơ sở hoặc dự án khác trong tập đoàn.",0,0,1,0
"Tập đoàn Dầu khí Việt Nam nhận thấy tầm quan trọng của tài nguyên nước và hiện đang triển khai hệ thống quản lý an toàn, sức khỏe nghề nghiệp và môi trường (ATSKMT) nhằm quản lý những rủi ro liên quan đến nguồn nước.",0,0,1,0
Mọi hoạt động sản xuất - kinh doanh và phát triển kinh tế phải tuân thủ theo các quy định pháp lý hiện hành.,0,0,0,1
Tổng Liên đoàn Lao động Việt Nam tuyên dương 154 Người thợ trẻ toàn quốc lần thứ XI năm 2021; trao giải thưởng Đặng Văn Ngữ cho ba công nhân có thành tích nghiên cứu khoa học kỹ thuật.,0,0,1,0
"Ngoài ra, ông còn được biết đến là người tiên phong trong lĩnh vực CSR tại Việt Nam, giữ vai trò lãnh đạo trong các hiệp hội doanh nghiệp và tổ chức phi lợi nhuận như Câu lạc bộ Doanh nghiệp dẫn đầu LBC (LBC ), Quỹ Học bổng Thời báo Kinh tế Sài Gòn (SGTBF), Hội Bảo trợ Bệnh nhân Nghèo TP.",0,1,0,0
"Quy trình đưa ra phương pháp có hệ thống và logic để xác định, phân tích, đánh giá thứ tự ưu tiên, xử lý, giám sát và truyền thông rủi ro và cơ hội nhằm cung cấp thông tin cho Lãnh đạo Tập đoàn khi họ ra quyết định cũng như phản hồi kịp thời với các sự kiện.",0,1,0,0
Tôi tin rằng việc tham dự các sự kiện tại gia đình là một khía cạnh thiết yếu trong việc nuôi dưỡng những kết nối này.,0,0,0,1
"Trong cùng năm đó, PNJ mở thêm 48 cửa hàng, nâng tổng số lượng cửa hàng cuối năm lên 396.",0,1,0,0
"VinUni là một trường đại học tinh hoa phi lợi nhuận hoạt động theo mô hình doanh nghiệp xã hội nhằm phát triển nhân tài cho tương lai, tạo ra sự đột phá trong hệ thống giáo dục đại học Việt Nam và trở thành một tổ chức đẳng cấp thế giới.",0,0,1,0
"Ở đây, Toyota trưng bày một loạt các mô hình mới, bao gồm cả phương tiện thương mại với nhiều loại phụ kiện khác nhau để phù hợp với sở thích cá nhân và nhu cầu, cho dù đó là giải trí hay công việc.",0,0,0,1
"Văn phòng Truyền thông Nội bộ cung cấp thông tin định kỳ cho nhân viên thông qua nhiều kênh khác nhau bao gồm email, bản tin nội bộ và cổng thông tin.",0,0,1,0
Việc phát thải và quản lý chất thải của chúng tôi đang được các hệ thống theo dõi liên tục để đảm bảo rằng nó vẫn ở bên trong giới hạn quy định.,1,0,0,0
Phụ nữ chiếm 13% trong lực lượng lao động quản lý cấp cao tại Vietjet.,0,0,1,0
Chúng dựa trên các cuộc rà soát về nhu cầu để đảm bảo chúng phù hợp với người học.,0,0,0,1
"Trong năm 2023 đặc biệt, ngoài việc thanh toán cổ tức bằng tiền mặt, SSI còn tiếp tục hoàn thành việc phát hành 10 triệu cổ phiếu dưới hình thức ESOP (chương trình lựa chọn cho nhân viên).",0,0,1,0
"Quản lý rủi ro là một thành phần quan trọng của quản trị doanh nghiệp hiệu quả, và Tập đoàn Bảo Việt có cơ cấu tổ chức mạnh mẽ để xử lý nó, điều này giúp công ty đạt được các mục tiêu chiến lược lâu dài.",0,1,0,0
"Với các kỹ năng đa dạng trên nhiều lĩnh vực khác nhau, Ban điều hành của Vingroup tin rằng họ có thể hướng dẫn tập đoàn đạt được thành công trong việc hoàn thành các mục tiêu kinh doanh bền vững.",0,1,0,0
"Năm 2015, công ty này đã hoàn thành một kế hoạch nghề nghiệp toàn diện bao gồm các lộ trình phát triển chi tiết cho tất cả các vai trò trong tổ chức.",0,0,0,1
"Theo thời gian, dầu mỡ có thể tự nhiên nổi lên bề mặt nước và bị hút bỏ định kỳ như chất thải nguy hại trước khi Mạng lưới thoát nước khu vực (QCVN 14:2008/BTNMT - cột B) xử lý nước thải sau đó được dẫn đến hệ thống xử lý tại tòa nhà Bảo Việt.",1,0,0,0
"Recycled Polyester Yarn đang nắm bắt cơ hội phát triển và tích hợp với xu hướng bền vững; năm 2022, tỷ trọng sợi tái chế trong tổng doanh thu của công ty đạt hơn 52%, tiến tới mục tiêu 100% vào cuối năm nay tại hai nhà máy hiện hữu.",1,0,0,0
Bể tự hoại thực hiện cả hai chức năng cùng một lúc: lắng và phá vỡ vật liệu rắn.,0,0,0,1
"Tại Vinamilk, chúng tôi ưu tiên phúc lợi động vật trong hệ thống chăn nuôi bền vững của mình bằng cách áp dụng các nguyên tắc sau đây nhằm đảm bảo sức khoẻ cho đàn bò sữa: cung cấp chế độ dinh dưỡng cân đối với khả năng tiếp cận nguồn nước ngọt và môi trường sống thoải mái.",0,0,1,0
"749 lít khí đốt, từ tháng 3/2020 đến tháng 5 / 2021, Đại dịch COVID-19 đã ảnh hưởng nặng nề đến hoạt động sản xuất kinh doanh của nhiều doanh nghiệp.",0,0,0,1
Điều này giúp cân bằng các kế hoạch hoạt động sắp tới với mục tiêu phát triển bền vững chung cho cả công ty lẫn xã hội nói chung.,0,0,1,0
"Trong suốt hành trình phát triển và tăng trưởng 30 năm của chúng tôi, bắt đầu với việc đặt nền móng cho sự phát triển bền vững từ những viên gạch đầu tiên, năm 2023 đại diện cho một cột mốc quan trọng.",1,0,0,0
"Để ngăn chặn những kết quả tiêu cực, cải thiện việc thực hiện hệ thống kiểm soát.",0,0,0,1
"Mục tiêu chính của Ngày Văn Hóa là tăng cường sự hiểu biết và gắn kết từng thành viên với văn hóa độc đáo của 4P Sự kiện diễn ra tại nhiều địa điểm, bao gồm Hà Nội, Đà Nẵng Nha Trang Đà Lạt và TP HCM.",0,0,0,1
"Các công trình của tập đoàn Novaland đảm bảo tuân thủ nghiêm ngặt quy định pháp luật về an toàn PCCC cho mọi đối tượng sử dụng, kể cả người khuyết tật.",0,0,0,1
"Ngoài ra, hệ thống nhận diện mẫu hành vi của người dùng cũng giúp ngăn ngừa sự nhầm lẫn khi nhập tên tài khoản hoặc mật khẩu.",0,0,0,1
"Việc chuyển giao chất thải rắn sinh hoạt khi vận chuyển đến cơ sở xử lý được hai bên thực hiện và quản lý theo các hướng dẫn của Công ty về các biện pháp kiểm soát tại nguồn do Công ty ban hành, bao gồm việc cung cấp hướng dẫn chi tiết về quá trình phân loại và tập kết chất thải phát sinh trong quá trình sản xuất theo Quyết định số 05/01.",1,0,0,0
"Do đó, vào năm 2024, Bayer sẽ tiếp tục khám phá những giải pháp đổi mới và bền vững trong việc thực hiện cam kết của mình nhằm giảm 10% mức tiêu thụ nước ngọt trên mỗi đơn vị sản lượng (tương đương khoảng 3.500 gallon cho mỗi mẫu Anh được trồng) bằng cách sử dụng các hệ thống nông nghiệp hiệu quả hơn.",1,0,0,0
Giải thưởng IJGlobal năm 2022 sẽ được tổ chức vào tháng 3/2023 tại Singapore.,0,0,0,1
Vui lòng liên hệ Bộ phận Quan hệ Nhà đầu tư Báo cáo này được xuất bản dưới dạng PDF tương tác cho phép người xem truy cập báo cáo một cách nhanh chóng và dễ dàng bằng cách nhấp vào tên chương hoặc tiêu đề trang ở phía trên để di chuyển đến các trang cần quan tâm.,0,0,0,1
"Trong năm qua, tấm thảm năng lượng toàn cầu đã trải qua những thay đổi đáng kể do sự chuyển dịch nhanh chóng hướng tới các nguồn năng lượng sạch.",0,0,0,1
"Giấy là vật liệu chính được Ngân hàng Á Châu (ACB) sử dụng trong hoạt động kinh doanh hàng ngày của họ, bao gồm nhiều loại giấy in khác nhau cho hợp đồng, tài liệu văn bản, tem ACB để giao dịch như biên lai thu tiền, ủy nhiệm chi và các ấn phẩm như lịch và sổ tay.",0,0,0,1
"Các nguồn tài trợ thay thế (chẳng hạn như trích từ các quỹ phúc lợi, quỹ công đoàn và quyên góp của nhân viên) cũng có thể được khám phá.",0,0,1,0
"Hiểu được tầm quan trọng của việc này, Vicostone xây dựng một chương trình đào tạo chuyên sâu và các cơ chế để thúc đẩy sự phát triển tối đa khả năng cá nhân cho tất cả cán bộ công nhân viên trong công ty.",0,0,1,0
THÔNG BÁO ÁP DỤNG CÁC BẢNG TIỀN CÔNG MỚI NHẤT THEO QUY ĐỊNH TẠI NGHỊ ĐỊNH SỐ 06/2017 / ND-CP VÀ NGHỊ ĐỊNH SỐ 140/2017 / ND-CP NGÀY 5 THÁNG 12 NĂM 2017.,0,0,0,1
Tài trợ cho việc xây dựng và duy tu cơ sở hạ tầng là trọng tâm hàng đầu trong ngân sách của chúng tôi.,0,0,0,1
"Đặc biệt là các mặt hàng có tính độc hại cao như phân bón, hóa chất, thuốc trừ sâu và thực vật, xăng dầu và các chất dễ cháy khác như bao bì, vỏ trấu và hạt điều, tất cả đều phải được chứa đựng trong hệ thống bồn chống tràn, kho chuyên dụng với hệ thống chữa cháy tự động.",0,0,0,1
"Năm 2023, bất chấp những cơn gió ngược ảnh hưởng đến thị trường bán lẻ tổng thể và ngành công nghiệp đặc biệt này, PNJ vẫn tiếp tục có những bước đi phù hợp để mở rộng thị phần và đầu tư vào việc tuyển dụng nhân viên mới.",0,0,1,0
"Tính đến năm 2019, tổng số tiền bồi thường đối với các loại hình bảo hiểm không phải là con người được triển khai bởi Tập đoàn Bảo Việt đã lên tới hơn 6 tỷ đồng (USD).",0,0,0,1
"Đã có hơn 1 triệu lượt nhấp chuột quan tâm từ người dùng nước ngoài, đặc biệt là từ Thái Lan, trong năm 2023: xây dựng hệ thống quản lý hoàn chỉnh để thực hiện đơn đặt hàng cho khách hàng thương mại điện tử (e-commerce).",0,0,1,0
Đồ nội thất vầ mặt bàn được làm bằng tay bởi thợ mộc Mitsuharu Tanaka từ Tanaka Design Products.,0,0,0,1
"Để đến năm 2030, trở thành công ty dẫn đầu về nông nghiệp và thực phẩm bền vững (ESG) ở khu vực.",1,0,0,0
"Để tăng cường năng lực vận hành của các dự án điện mặt trời tại hai nhà máy ở Trảng Bàng và Củ Chi, chúng tôi đề xuất ký kết thỏa thuận mua bán điện trực tiếp (DPPA) với công ty chiến lược cho nhà máy Trảng Bàng.",0,1,0,0
Quy trình chính thức cho thuê ngoài kiểm tra ES từ các chuyên gia tư vấn bên ngoài có trình độ).,0,1,0,0
"Phòng Quản lý truyền thông và thương hiệu chú trọng đổi mới cả hình thức lẫn nội dung các bảng tin về văn bản quy phạm pháp luật, chỉ thị của Nhà nước, hướng dẫn ACB liên quan đến công tác phòng chống tham nhũng và tội phạm để phổ biến một cách hiệu quả cho toàn bộ nhân viên ACB.",0,0,1,0
Các nguyên lý sáng lập của Toyota và những bước đi để biến mình thành một công ty di động như thế nào?,0,0,0,1
Các chủ đề cốt lõi trong danh sách này được xếp hạng một cách chiến lược.,0,0,0,1
"Thông qua điều này, sẽ nâng cao hơn nữa vai trò và trách nhiệm của nhân viên trong việc tích hợp các yếu tố ESG vào quy trình triển khai hoạt động.",0,0,1,0
"Quỹ khen thưởng của ban quản lý Tập đoàn được trích lập từ nguồn lợi nhuận sau thuế thu nhập doanh nghiệp và được ĐHĐCĐ thông qua tại Nghị quyết số 01/2022/NQ-ĐHĐCĐ ngày 29 tháng 6 năm 2022, bằng: 6.672.370 triệu đồng (tương đương với 0,06% lợi nhuận sau thuế).",0,0,0,1
"Với tư cách là một doanh nghiệp của Việt Nam, ban giám đốc Vingroup cam kết hợp tác với chính quyền và nhân dân Việt Nam để ứng phó hiệu quả trước vấn đề biến đổi khí hậu.",1,0,0,0
4P's rất vui mừng khi chứng kiến thành tựu đáng kể này trong sự nghiệp của mình.,0,0,0,1
"Ngoài ra, tìm kiếm thêm các nguồn tài liệu thân thiện với môi trường cho các thành phần độc đáo.",1,0,0,0
"""GRI 202: Sự hiện diện của Công ty Bảo hiểm nhân thọ, Áp dụng và Duy trì Chính sách Hướng dẫn về Trả lương Nội bộ Công bằng đối với Người lao động để Tăng cường Cạnh tranh Thị trường.""",0,1,0,0
"Mức lương bình quân đạt được của Bảo Việt năm 2021 giảm 5,8% so với mức lương bình quân năm 2020 do sự biến động về số lượng nhân viên tiếp tục ở lại thành phố lớn để làm việc trong giai đoạn bùng phát Covid-19.",0,0,1,0
"Qua quá trình huấn luyện, chúng tôi truyền đạt các giá trị cốt lõi về danh dự và sự tận tụy của tổ chức đến các bên liên quan trong công ty.",0,0,0,1
"Tuy nhiên, dù ở bất kỳ góc độ nào, tôi vẫn cho rằng khung cảnh thường tươi sáng và sống động hơn sau khi bị ảnh hưởng bởi những nỗ lực của loài người.",0,0,0,1
"Nhiệm vụ này sẽ nâng cao các tiêu chuẩn trong toàn bộ ngành công nghiệp xây dựng, khởi đầu một cách có ý nghĩa và tạo ra giá trị đáng kể cho sự tăng trưởng về kinh tế-xã hội, cuối cùng phục vụ lợi ích lâu dài của cộng đồng.",0,0,1,0
Việc xác định tiềm năng tăng trưởng có thể được thực hiện bằng cách áp dụng mô hình này vào hai tiêu chí sau đây: Hiệu quả công việc và Tiềm năng phát triển.,0,0,1,0
"Đảm bảo thực hiện đúng các quy định về bảo vệ môi trường, an ninh trong suốt quá trình thực hiện dự án.",1,0,0,0
"Hoặc, đó là một công cụ tài chính phái sinh trừ những công cụ được xác định là một hợp đồng bảo lãnh hoặc một công cụ phòng chống có thể giúp giảm thiểu nguy cơ xảy ra.",0,0,0,1
"Trách nhiệm của Kiểm tra - Kiểm toán Nội bộ là đưa ra những đánh giá độc lập, khách quan về các chỉ tiêu Phát triển bền vững được lựa chọn năm 2013 dựa trên quy trình và phương pháp được mô tả trong Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ, Quy chế và các thủ tục Kiểm toán Nội bộ của Tập đoàn Bảo Việt, các hướng dẫn thực hành Chuẩn mực Kiểm toán Nội bộ Quốc tế và thông lệ quốc tế.",0,1,0,0
"4 - Vận tải xanh Vingroup khuyến khích nhân viên và khách hàng lựa chọn các phương án giao thông bền vững, như là xe điện VinFast hoặc dịch vụ của Xanh SM hoặc VinBus, để giảm phát thải khí nhà kính từ các hoạt động vận chuyển.",0,0,1,0
"Có 41 nhà đầu tư mới (tăng 14 so với năm 2021), tương đương 4% trong tổng số các nhà đầu tư tại thời điểm cuối năm, đạt mức 1.039.",0,0,0,1
Nhà máy điện Vũng Áng 1 đang tái sử dụng nước thải sau quá trình xử lý tại nhà máy khử muối để tưới cho bãi tro và bùn.,0,0,0,1
"Để thu hút nhân viên hàng đầu, Vingroup sử dụng các chính sách về phúc lợi và lương thưởng cạnh tranh, rõ ràng để thúc đẩy sự chăm chỉ của người lao động.",0,1,0,0
"Xác định văn hóa doanh nghiệp là một lực lượng sản xuất trực tiếp, thông qua việc nhận diện những khó khăn và thách thức của năm 2023 để khơi gợi trách nhiệm trong mỗi cán bộ và người lao động, củng cố khát vọng tìm kiếm cơ hội, nâng cao năng suất, hiệu suất và giá trị sản phẩm, mở rộng thị trường và thị phần cho từng doanh nghiệp Dầu khí.",0,0,1,0
"Ngoài ra, Hiến chương này còn minh họa cho sự khả thi của việc sử dụng các điều khoản liên quan đến sự tách biệt giữa quyền sở hữu và chức năng quản lý trong thế giới thực hoạt động kinh doanh và vận hành hàng ngày của một công ty.",0,1,0,0
"Các biện pháp can thiệp dựa trên bằng chứng PTBV trong các lĩnh vực khác nhau, bao gồm nhóm Chương trình Phát triển Năng lực Lãnh đạo (Nhà tạo mẫu lãnh đạo và Huấn luyện Viên Học tập), và Phát triển Tài năng.",0,1,0,0
"Đánh giá chuyên sâu về các lĩnh vực quan trọng cho một doanh nghiệp dựa trên phân tích chiến lược kinh doanh, các phân tích phương tiện truyền thông và điều kiện thị trường trong ngành của họ.",0,0,0,1
Các rủi ro có thể phát sinh nếu bên kia không thực hiện đầy đủ hoặc hoàn toàn nghĩa vụ của mình đối với SSI theo các điều khoản hợp đồng.,0,0,0,1
"Hãy tiếp tục với những nỗ lực của bạn hướng tới việc giải quyết tình trạng mất an ninh lương thực và thúc đẩy các chương trình giáo dục, đào tạo nghề và nhà ở giá cả phải chăng nhằm thu hẹp khoảng cách giữa người giàu và nghèo.",0,0,0,1
Giá trị vốn nội bộ điều chỉnh tăng lên và cải tiến đã làm nâng cao đáng kể quá trình đánh giá mức độ rủi ro vốn của ngân hàng.,0,0,0,1
"Chất lượng của tất cả nguyên liệu thô đều được kiểm tra kỹ lưỡng nhằm duy trì sự tuân thủ chặt chẽ với tiêu chuẩn nghiêm ngặt, đảm bảo rằng chúng đáp ứng các yêu cầu về an toàn môi trường và phù hợp với công nghệ sản xuất của Vicostone.",1,0,0,0
"Chúng tôi thu thập sữa từ trang trại Sudo tại Tateyama thuộc tỉnh Chiba, một khu vực nổi tiếng với sự cống hiến cho cả bảo tồn môi trường lẫn phúc lợi động vật, cung cấp những loại sữa chất lượng cao nhất.",0,0,1,0
"Nhân viên chăm sóc khách hàng có trách nhiệm đảm bảo mọi thắc mắc, khiếu nại đều được giải quyết thỏa đáng và kịp thời.",0,0,1,0
"Trong năm qua, số lượng nhân viên giám sát mới tuyển dụng là 21; cụ thể là có một nhà quản lý cấp cao và 20 nhà quản lý cấp dưới.",0,1,0,0
Vinamilk coi thiên nhiên như một người bạn trong việc phát triển bền vững và nỗ lực giảm lượng khí thải carbon trên con đường tăng trưởng xanh của mình.,1,0,0,0
Toyota Việt Nam liên tục phấn đấu để đạt được kết quả đáng kể trong khi đóng góp vào sự tăng trưởng tổng thể của thị trường và ngành công nghiệp xe hơi tại Việt Nam.,0,0,0,1
Điều này thúc đẩy sự tăng trưởng bền vững của cộng đồng bằng cách đóng góp vào sự thịnh vượng chung.,0,0,1,0
Báo cáo cung cấp thông tin cần thiết cho các nhà đầu tư và khách hàng.,0,0,1,0
"Tổ chức một buổi quyên góp cho chương trình Friends of the Street Child (FFSC ), được tổ chức bởi trung tâm Wow của Pizza 4Ps và các khối văn phòng, gây quỹ thông qua việc thu thập nhiều quà tặng khác nhau bao gồm đồ chơi, sổ ghi chép và bút.",0,0,0,1
"Trái ngược với xu hướng giảm chung của các trường cao đẳng, tỷ lệ sinh viên đại học trong năm 2021 là 57,3% và tiếp tục giảm chỉ còn 17,7 % vào năm 2022.",0,0,0,1
"Đảm bảo chất lượng nước mềm là cần thiết cho các hệ thống làm mát bằng nước, như máy bơm nhiệt.",0,0,0,1
"Tại các nhà máy xử lý nước thải thuộc Tập đoàn Vingroup, việc giám sát và quản lý chất lượng nước vào năm 2021 được duy trì tốt hơn so với năm 2020, dựa trên dữ liệu của VinSchool cho Vinschool.",0,1,0,0
"Để đảm bảo tăng trưởng đồng bộ và hỗ trợ lẫn nhau một cách hiệu quả, chiến lược kinh doanh rõ ràng, quỹ đất ổn định, dòng tiền mạnh, quản trị rủi ro nghiêm ngặt, tuân thủ pháp luật với mục tiêu trở thành Tập đoàn kinh tế hàng đầu trong các lĩnh vực Bất động sản - Tài chính - Du lịch - Phát triển hạ tầng.",0,1,0,0
"Ngoài việc nâng cao đáng kể năng lực quản lý rủi ro lên các tiêu chuẩn Basel II và Basel III, điều này cũng giúp cải thiện tính minh bạch tài chính bằng cách cung cấp thông tin toàn diện hơn về vốn của ngân hàng.",0,1,0,0
Nhận và phân tích các phản hồi từ tất cả các kênh tương tác với những người tham gia dự án.,0,0,0,1
Hệ thống quản lý chất thải hiệu quả được triển khai bởi Tập đoàn VinGroup nhằm mục đích giảm thiểu chất thải và giảm lượng khí thải carbon trong các tòa nhà của họ.,1,0,0,0
Quy tắc ứng xử của Toyota tổ chức các hướng dẫn và hành vi cơ bản cần thiết cho những người làm việc tại công ty và trong xã hội.,0,0,1,0
"Cùng nhau, chúng ta sẽ đón nhận những phước lành trong cuộc sống của mình và nhận ra rằng chúng ta thật sự hạnh phúc.",0,0,0,1
Để sắp xếp thứ tự ưu tiên thực hiện những việc quan trọng nhất là điều cần thiết để quản lý thời gian hiệu quả và đảm bảo rằng mục tiêu của chúng ta được hoàn thành đúng hạn.,0,0,0,1
"Nhân viên EVNHCMC và đoàn thanh niên đã quyên góp hơn 2.345 kg gạo để hỗ trợ các bếp ăn từ thiện tại bệnh viện Chợ Rẫy, BV Thống Nhất, Bệnh viện Nhi Đồng 1 và Nhà nuôi dưỡng người già Thạnh Lộc",0,0,1,0
"Ngoài ra, các đơn vị trực thuộc EVN cũng ủng hộ 600kg gạo cho quỹ từ thiện của Bộ đội Biên phòng tỉnh Hà Giang thông qua Công ty Điện lực Cao Bằng.",0,0,1,0
"Việc liên tục cải tiến hệ thống quản lý môi trường theo ISO 14001 cũng giúp công ty giảm chi phí bằng cách nỗ lực bảo tồn năng lượng, nguyên vật liệu đầu vào và tối ưu hóa quá trình sản xuất dựa trên các yêu cầu của quy trình mà công ty đã thiết lập.",1,0,0,0
"428 triệu đồng (tăng khoảng 0,8% ), phần lớn do khoản lợi nhuận sau thuế cao hơn đáng kể.",0,0,0,1
"Các công ty cần có chính sách và hành động bảo vệ liên quan đến rủi ro ô nhiễm trong quá khứ hoặc đang diễn ra (ví dụ: phát thải không khí hoặc nước, ô nhiễm đất hoặc nước ngầm, xử lý chất thải) đối với các dự án do Công ty thực hiện.",0,1,0,0
"Trong năm 2022, tổng cộng có 85 khoá học được tổ chức với 1973 người tham gia.",0,0,0,1
"Hệ thống tích hợp thủy sản, thuỷ canh cho phép tối ưu hoá việc sử dụng tài nguyên nước và các mẫu chu kỳ chất dinh dưỡng.",1,0,0,0
"Dưới đây là phiên bản ""Những thách thức và rủi ro này sẽ được đánh giá dựa trên mức độ ảnh hưởng đến hoạt động kinh doanh của Bảo Việt và lợi ích của các bên liên quan.""",0,0,0,1
"Nước thải sau khi xử lý phải đáp ứng các tiêu chuẩn về chất lượng QCVN 14: 2008/BTNMT, và nó sẽ chảy ra khỏi hệ thống quản lý nước thải cho toàn bộ khu vực đô thị này.",0,0,0,1
"Tập trung vào việc tổ chức hoạt động và thúc đẩy thông tin về chương trình chăm sóc sức khỏe của nhân viên Chuỗi thử thách 07 ngày tập luyện tại nhà cùng CITIGYM, nhằm cung cấp các video bài tập tại nhà cho người lao động.",0,0,1,0
